class,level,category,book,recipe,recipe_id,book_id
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Empyral Bracelet of Endurance,2506028147,1659379103
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Empyral Bracelet of Force,857927536,1659379103
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Empyral Bracelet of Frenzy,3922934675,1659379103
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Empyral Ears of Energy,3816030793,1659379103
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Empyral Ears of Evasion,290855143,1659379103
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Empyral Ears of Fortitude,3090934654,1659379103
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Empyral Ears of Rage,3381820839,1659379103
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Empyral Necklace of Impact,2033444909,1659379103
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Empyral Necklace of Quickness,2466021531,1659379103
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Empyral Necklace of Stamina,847826951,1659379103
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,En Garde VI (Adept),564391282,1229698772
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,En Garde VI (Expert),4055106357,1659379103
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,En Garde VI (Journeyman),2350096167,1868662934
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Garsin's Funeral March VII (Adept),2844127470,1229698772
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Garsin's Funeral March VII (Expert),2815576288,1659379103
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Garsin's Funeral March VII (Journeyman),2817936753,1868662934
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Gushing Wound XI (Adept),3201153335,1229698772
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Gushing Wound XI (Expert),314965886,1659379103
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Gushing Wound XI (Journeyman),2743068915,1868662934
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Hawk Attack VI (Adept),783937748,1229698772
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Hawk Attack VI (Expert),3571385139,1659379103
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Hawk Attack VI (Journeyman),1451471695,1868662934
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Head Shot IX (Adept),3477659551,1229698772
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Head Shot IX (Expert),3075762132,1659379103
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Head Shot IX (Journeyman),2306838055,1868662934
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Hidden Shot IX (Adept),1013475066,1229698772
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Hidden Shot IX (Expert),136044394,1659379103
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Hidden Shot IX (Journeyman),1155969926,1868662934
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Luda's Nefarious Wail XI (Adept),537022385,1229698772
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Luda's Nefarious Wail XI (Expert),3376443510,1659379103
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Luda's Nefarious Wail XI (Journeyman),62695043,1868662934
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Lullaby V (Adept),1676149937,1229698772
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Lullaby V (Expert),2494198164,1659379103
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Lullaby V (Journeyman),2731872956,1868662934
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Perfect Finesse IV (Adept),2812603688,1229698772
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Perfect Finesse IV (Expert),3011509690,1659379103
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Perfect Finesse IV (Journeyman),3328374099,1868662934
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Perfect Shrill XI (Adept),3294743370,1229698772
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Perfect Shrill XI (Expert),1090728124,1659379103
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Perfect Shrill XI (Journeyman),4250463729,1868662934
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Snap of the Wrist X (Adept),3719934167,1229698772
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Snap of the Wrist X (Expert),576485454,1659379103
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Snap of the Wrist X (Journeyman),2264160829,1868662934
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Thunderous Overture IX (Adept),361716834,1229698772
Jeweler,118,TS Shadowed,Empyral Jeweler Studies 18,Thunderous Overture IX (Expert),2786504899,1659379103
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Thunderous Overture IX (Journeyman),3799784873,1868662934
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Veilwalker's Accolade of Impact,1268084865,1868662934
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Veilwalker's Belt of Quickness,2918315949,1868662934
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Veilwalker's Bracelet of Dexterity,1042074840,1868662934
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Veilwalker's Bracelet of Endurance,2609814637,1868662934
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Veilwalker's Bracelet of Rage,3783747777,1868662934
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Veilwalker's Charm of Energy,598526867,1868662934
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Veilwalker's Ears of Alacrity,3361519486,1868662934
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Veilwalker's Ears of Evasion,917945943,1868662934
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Veilwalker's Ears of Fortitude,1665885435,1868662934
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Veilwalker's Necklace of Force,3299363451,1868662934
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Veilwalker's Necklace of Stamina,159119816,1868662934
Jeweler,118,TS Essentials,Jeweler's Primer Volume 18,Veilwalker's Ring of Might,2533917641,1868662934
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Voidpiercer's Accolade of Force,2341750699,1229698772
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Voidpiercer's Bracelet of Dexterity,3718187275,1229698772
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Voidpiercer's Bracelet of Endurance,2014140862,1229698772
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Voidpiercer's Bracelet of Force,48934284,1229698772
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Voidpiercer's Bracelet of Frenzy,1575570918,1229698772
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Voidpiercer's Ears of Energy,3444123724,1229698772
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Voidpiercer's Ears of Evasion,1628623170,1229698772
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Voidpiercer's Ears of Fortitude,2314447234,1229698772
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Voidpiercer's Ears of Rage,1027465278,1229698772
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Voidpiercer's Necklace of Impact,3439959640,1229698772
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Voidpiercer's Necklace of Quickness,2142186838,1229698772
Jeweler,118,TS Advanced,Advanced Jeweler Studies 18,Voidpiercer's Necklace of Stamina,307457986,1229698772
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Beg for Mercy V (Expert),2520822697,367996169
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Bladeweaver X (Adept),3197082575,3482747880
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Bladeweaver X (Expert),1579875508,367996169
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Bladeweaver X (Journeyman),4231231206,2069979428
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Bria's Inspiring Ballad X (Adept),224285152,3482747880
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Bria's Inspiring Ballad X (Expert),1060207630,367996169
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Bria's Inspiring Ballad X (Journeyman),76840189,2069979428
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Daelis' Dance of Blades X (Adept),2717765296,3482747880
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Daelis' Dance of Blades X (Expert),1425444453,367996169
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Daelis' Dance of Blades X (Journeyman),2642456,2069979428
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Daring Advance X (Adept),789521048,3482747880
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Daring Advance X (Expert),691400109,367996169
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Daring Advance X (Journeyman),1524171639,2069979428
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Death's Door X (Adept),1528264010,3482747880
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Death's Door X (Expert),3273462773,367996169
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Death's Door X (Journeyman),1671205358,2069979428
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Disarming Grin VI (Adept),601908903,3482747880
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Disarming Grin VI (Expert),2673815508,367996169
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Disarming Grin VI (Journeyman),1674918875,2069979428
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Empyral Accolade of Blasting,2706526274,367996169
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Empyral Belt of Impact,3641331944,367996169
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Empyral Belt of Quickness,1988196392,367996169
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Empyral Belt of Stamina,3643203456,367996169
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Empyral Charm of Alacrity,1090911368,367996169
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Empyral Charm of Blasting,3223581837,367996169
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Empyral Charm of Intensity,3948786033,367996169
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Empyral Charm of Vitality,4234021881,367996169
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Empyral Ring of Energy,2905952444,367996169
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Empyral Ring of Evasion,3704577830,367996169
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Empyral Ring of Fortitude,2187465947,367996169
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Empyral Ring of Rage,3346000522,367996169
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Hunter's Instinct X (Adept),4009583270,3482747880
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Hunter's Instinct X (Expert),3579919607,367996169
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Hunter's Instinct X (Journeyman),117726170,2069979428
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Immobilizing Lunge X (Adept),1447783361,3482747880
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Immobilizing Lunge X (Expert),984662435,367996169
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Immobilizing Lunge X (Journeyman),3385393565,2069979428
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Impale X (Adept),3188130846,3482747880
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Impale X (Expert),1056878198,367996169
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Impale X (Journeyman),4255002876,2069979428
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Jester's Cap II (Adept),1391074243,3482747880
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Jester's Cap II (Expert),1467012383,367996169
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Jester's Cap II (Journeyman),1749915895,2069979428
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Savage Ruin X (Adept),881673723,3482747880
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Savage Ruin X (Expert),2132019935,367996169
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Savage Ruin X (Journeyman),2901476005,2069979428
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Street Smarts X (Adept),2243997732,3482747880
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Street Smarts X (Adept),1824423101,3482747880
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Street Smarts X (Expert),528148101,367996169
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Street Smarts X (Journeyman),3445438016,2069979428
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Street Smarts X (Journeyman),4228067168,2069979428
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Veilwalker's Accolade of Frenzy,516415738,2069979428
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Veilwalker's Belt of Force,1333984991,2069979428
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Veilwalker's Belt of Stamina,253525146,2069979428
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Veilwalker's Bracelet of Quickness,4117983885,2069979428
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Veilwalker's Charm of Impact,2171500463,2069979428
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Veilwalker's Charm of Intensity,3117064601,2069979428
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Veilwalker's Charm of Vitality,61658442,2069979428
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Veilwalker's Ears of Energy,259322089,2069979428
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Veilwalker's Necklace of Might,557378850,2069979428
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Veilwalker's Ring of Alacrity,302009580,2069979428
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Veilwalker's Ring of Evasion,183893052,2069979428
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Veilwalker's Ring of Fortitude,2106641000,2069979428
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Villainy X (Adept),3462145963,3482747880
Jeweler,119,TS Shadowed,Empyral Jeweler Studies 19,Villainy X (Expert),240424591,367996169
Jeweler,119,TS Essentials,Jeweler's Primer Volume 19,Villainy X (Journeyman),1987598243,2069979428
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Voidpiercer's Accolade of Blasting,3354673184,3482747880
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Voidpiercer's Belt of Impact,116227911,3482747880
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Voidpiercer's Belt of Quickness,2295803164,3482747880
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Voidpiercer's Belt of Stamina,2677049046,3482747880
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Voidpiercer's Charm of Alacrity,3209931196,3482747880
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Voidpiercer's Charm of Blasting,1047896505,3482747880
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Voidpiercer's Charm of Intensity,3390509969,3482747880
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Voidpiercer's Charm of Vitality,34102989,3482747880
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Voidpiercer's Ring of Energy,1926397715,3482747880
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Voidpiercer's Ring of Evasion,2591622768,3482747880
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Voidpiercer's Ring of Fortitude,2083799535,3482747880
Jeweler,119,TS Advanced,Advanced Jeweler Studies 19,Voidpiercer's Ring of Rage,262181915,3482747880
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume I,Acrylia Accolade of Alacrity,1604836503,3392290939
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume I,Acrylia Accolade of Endurance,2948225070,3392290939
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume I,Acrylia Accolade of Energy,1782287169,3392290939
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume I,Acrylia Accolade of Force,3490273556,3392290939
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume I,Acrylia Accolade of Fortitude,3121268044,3392290939
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume I,Acrylia Accolade of Frenzy,2750395748,3392290939
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume I,Acrylia Accolade of Impact,958608087,3392290939
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume I,Acrylia Accolade of Rage,1652313443,3392290939
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume I,Acrylia Accolade of Vitality,3808177126,3392290939
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume III,Acrylia Bracelet of Force,1501016883,607920471
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume III,Acrylia Bracelet of Fortitude,105015361,607920471
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume III,Acrylia Bracelet of Frenzy,107773669,607920471
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume II,Acrylia Charm of Force,2136687215,1396380097
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume II,Acrylia Charm of Fortitude,3634573295,1396380097
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume II,Acrylia Charm of Frenzy,1687637963,1396380097
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume II,Acrylia Earring of Force,171971585,1396380097
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume II,Acrylia Earring of Fortitude,3794973684,1396380097
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume II,Acrylia Earring of Frenzy,3471317186,1396380097
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume I,Acrylia Necklace of Force,1972214205,3392290939
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume I,Acrylia Necklace of Fortitude,3801419691,3392290939
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume I,Acrylia Necklace of Frenzy,205531880,3392290939
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume III,Acrylia Ring of Force,3718173335,607920471
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume III,Acrylia Ring of Fortitude,3895937176,607920471
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume III,Acrylia Ring of Frenzy,3612602485,607920471
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume III,Acrylia Symbol of Force,3646081563,607920471
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume III,Acrylia Symbol of Fortitude,1034940296,607920471
Jeweler,120,TS Essentials,Acrylia Jeweler's Primer Volume III,Acrylia Symbol of Frenzy,861533030,607920471
Jeweler,120,TS Advanced,Advanced Jeweler Studies 20,Allegretto X (Adept),2062950485,3867708134
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Allegretto X (Expert),941421253,1965597932
Jeweler,120,TS Essentials,Jeweler's Primer Volume 20,Allegretto X (Journeyman),1905345907,2463945055
Jeweler,120,TS Advanced,Advanced Jeweler Studies 20,Assassinate VII (Adept),53319134,3867708134
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Assassinate VII (Expert),875003464,1965597932
Jeweler,120,TS Essentials,Jeweler's Primer Volume 20,Assassinate VII (Journeyman),3405506076,2463945055
Jeweler,120,TS Advanced,Advanced Jeweler Studies 20,Barroom Negotiation X (Adept),2803122375,3867708134
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Barroom Negotiation X (Expert),1604792,1965597932
Jeweler,120,TS Essentials,Jeweler's Primer Volume 20,Barroom Negotiation X (Journeyman),1740734019,2463945055
Jeweler,120,TS Advanced,Advanced Jeweler Studies 20,Breathtaking Bellow IV (Adept),995313700,3867708134
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Breathtaking Bellow IV (Expert),965183602,1965597932
Jeweler,120,TS Essentials,Jeweler's Primer Volume 20,Breathtaking Bellow IV (Journeyman),1696642544,2463945055
Jeweler,120,TS Advanced,Advanced Jeweler Studies 20,Countersong II (Adept),2441963648,3867708134
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Countersong II (Expert),3093733958,1965597932
Jeweler,120,TS Essentials,Jeweler's Primer Volume 20,Countersong II (Journeyman),2749099060,2463945055
Jeweler,120,TS Advanced,Advanced Jeweler Studies 20,Debilitate VII (Adept),1374835568,3867708134
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Debilitate VII (Expert),1932731121,1965597932
Jeweler,120,TS Essentials,Jeweler's Primer Volume 20,Debilitate VII (Journeyman),1883488192,2463945055
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Empyral Accolade of Impact,3600578465,1965597932
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Empyral Bracelet of Evasion,1016562797,1965597932
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Empyral Bracelet of Impact,1931459616,1965597932
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Empyral Bracelet of Quickness,1982588785,1965597932
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Empyral Bracelet of Stamina,1278443758,1965597932
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Empyral Ears of Alacrity,52094036,1965597932
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Empyral Ears of Blasting,2185030737,1965597932
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Empyral Ears of Intensity,1685729430,1965597932
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Empyral Ears of Vitality,3191935781,1965597932
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Empyral Necklace of Energy,707482043,1965597932
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Empyral Necklace of Fortitude,1681460987,1965597932
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Empyral Necklace of Rage,158678613,1965597932
Jeweler,120,TS Advanced,Advanced Jeweler Studies 20,Entangle V (Adept),3255062414,3867708134
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Entangle V (Expert),1163664032,1965597932
Jeweler,120,TS Essentials,Jeweler's Primer Volume 20,Entangle V (Journeyman),1339103295,2463945055
Jeweler,120,TS Advanced,Advanced Jeweler Studies 20,Fatal Followup V (Adept),3596555218,3867708134
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Fatal Followup V (Expert),3217364242,1965597932
Jeweler,120,TS Essentials,Jeweler's Primer Volume 20,Fatal Followup V (Journeyman),2848958495,2463945055
Jeweler,120,TS Advanced,Advanced Jeweler Studies 20,Feral Destruction II (Adept),4185793609,3867708134
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Feral Destruction II (Expert),902758809,1965597932
Jeweler,120,TS Essentials,Jeweler's Primer Volume 20,Feral Destruction II (Journeyman),3219707100,2463945055
Jeweler,120,TS Advanced,Advanced Jeweler Studies 20,Flurry of Blades IX (Adept),3108292000,3867708134
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Flurry of Blades IX (Expert),1012211813,1965597932
Jeweler,120,TS Essentials,Jeweler's Primer Volume 20,Flurry of Blades IX (Journeyman),1737327050,2463945055
Jeweler,120,TS Advanced,Advanced Jeweler Studies 20,Howl of Death IX (Adept),3567811826,3867708134
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Howl of Death IX (Expert),4188122244,1965597932
Jeweler,120,TS Essentials,Jeweler's Primer Volume 20,Howl of Death IX (Journeyman),303504266,2463945055
Jeweler,120,TS Advanced,Advanced Jeweler Studies 20,Hyran's Seething Sonata IV (Adept),1485992412,3867708134
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Hyran's Seething Sonata IV (Expert),269208745,1965597932
Jeweler,120,TS Essentials,Jeweler's Primer Volume 20,Hyran's Seething Sonata IV (Journeyman),2668511345,2463945055
Jeweler,120,TS Advanced,Advanced Jeweler Studies 20,Inspired Daring VII (Adept),2965112588,3867708134
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Inspired Daring VII (Expert),2406154625,1965597932
Jeweler,120,TS Essentials,Jeweler's Primer Volume 20,Inspired Daring VII (Journeyman),1549249429,2463945055
Jeweler,120,TS Advanced,Advanced Jeweler Studies 20,Lucky Gambit XI (Adept),231987790,3867708134
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Lucky Gambit XI (Expert),878684170,1965597932
Jeweler,120,TS Essentials,Jeweler's Primer Volume 20,Lucky Gambit XI (Journeyman),583066209,2463945055
Jeweler,120,TS Advanced,Advanced Jeweler Studies 20,Riana's Relentless Tune X (Adept),315962154,3867708134
Jeweler,120,TS Shadowed,Empyral Jeweler Studies 20,Riana's Relentless Tune X (Expert),1151327426,1965597932
Jeweler,120,TS Essentials,Jeweler's Primer Volume 20,Riana's Relentless Tune X (Journeyman),371476976,2463945055
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies I,Shadowscream Accolade of Alacrity,2113414920,1410529251
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies I,Shadowscream Accolade of Endurance,3475540224,1410529251
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies I,Shadowscream Accolade of Energy,4010164155,1410529251
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies I,Shadowscream Accolade of Force,2290973510,1410529251
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies I,Shadowscream Accolade of Fortitude,3667399778,1410529251
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies I,Shadowscream Accolade of Frenzy,651297182,1410529251
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies I,Shadowscream Accolade of Impact,3156117037,1410529251
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies I,Shadowscream Accolade of Rage,2383547998,1410529251
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies I,Shadowscream Accolade of Vitality,3231961209,1410529251
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies III,Shadowscream Bracelet of Force,32739681,3122435791
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies III,Shadowscream Bracelet of Fortitude,1724954991,3122435791
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies III,Shadowscream Bracelet of Frenzy,2203175455,3122435791
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies II,Shadowscream Charm of Force,2737487333,3441141337
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies II,Shadowscream Charm of Fortitude,1570675477,3441141337
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies II,Shadowscream Charm of Frenzy,1764119562,3441141337
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies II,Shadowscream Earring of Force,3861796668,3441141337
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies II,Shadowscream Earring of Fortitude,3228387435,3441141337
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies II,Shadowscream Earring of Frenzy,2523675280,3441141337
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies I,Shadowscream Necklace of Force,755612655,1410529251
Jeweler,120,TS Advanced,Shadowscream Jeweler Studies I,Shadowscream Necklace of Fortitude,2181553797,1410529251
